BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
CHALISGAON,Others,2025-01-27T19:10:26.23,Others,JALGAON,3504583,"शेतकरी साहेब, पीएम किसान योजनेशी संबंधित कोणत्याही तक्रारी किंवा समस्यांसाठी तहसीकार्यालयामध्ये नोडल अधिकारी (कृषी अधिकारी) यांच्याशी संपर्क साधावा किंवा पीएम-किसान हेल्पलाइन क्रमांक : 155261 / 011-24300606 या नंबर वरती संपर्क करावा. धन्यवाद.
","FARMER ASKED ABOUT STATUS OF INSTALLMENT & HELPLINE NUMBER OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?  
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,27,1,2025
AMALNER,Millets,2025-01-27T20:02:55.887,Maize (Makka),JALGAON,3504440,"मका पाणी व्यवस्थापन - उन्हाळ्यात 8 ते 10 दिवसाच्या अंतराने  जरुरीनुसार पाणी द्यावे पाणी देण्यासाठी पिकाच्या संवेदनशील अवस्था,
3) 75 – 95 दिवसानंतर पिक दाणे भरण्याच्या अवस्थेत  पाण्याची पाळी देणे आवश्यक आहे.",Farmer asked about Maize Irrigation Management Information ?,	Water Management	,NA,AGRICULTURE,MAHARASHTRA,27,1,2025
JAMNER,Others,2025-01-28T08:41:19.3,Others,JALGAON,3509315,प्रधानमंत्री किसान सन्मान निधी योजना विषयी अधिक माहितीसाठी : आपल्या तहसील कार्यालयामध्ये नोडल अधिकारी (कृषी अधिकारी) यांच्याशी संपर्क साधावा किंवा पीएम-किसान हेल्पलाइन क्रमांक : 155261 / 011-24300606 या नंबर वरती संपर्क करावा. धन्यवाद..!  MH276459986,FARMER ASKED ABOUT STATUS OF INSTALLMENT IN PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ? ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,28,1,2025
JAMNER,Others,2025-01-28T10:02:08.783,Others,JALGAON,3509340,ॲग्रीस्टॅकच्या अधिक माहितीसाठी आपल्या गावचे ग्राम महसूल अधिकारी किंवा कृषी सहाय्यक यांच्याशी संपर्क करा किंवा ०२०- २५७१२७१२ हेल्पलाइन क्रमांक वर संपर्क साधा,Farmer asking about Agri Stack registration information?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,28,1,2025
JALGAON,Others,2025-01-28T10:54:05.07,Others,JALGAON,3509355,"--ऍग्री स्टॅक संदर्भात माहितीसाठी =020 25 712 712 या नंबर वरती कॉल करावा व काही अडचणी निर्माण झाल्यास तलाठी कार्यालय किंवा कृषी सहाय्यक यांच्याकडे संपर्क करावा धन्यवाद शुभ दिवस.
","FARMER ASKED ABOUT AGRI STACK  FARMER ID?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,28,1,2025
JAMNER,Millets,2025-01-28T17:57:37.347,Maize (Makka),JALGAON,3509073,मका या पिकासाठी तणनाशक म्हणून  टिंजर नावाचे तन नाशक आपण फवारू शकता,FARMER  ASKED ABOUT SPRAY  HERBICIDE FOR MAIZE   ?,Weed Management,NA,AGRICULTURE,MAHARASHTRA,28,1,2025
JALGAON,Others,2025-01-28T20:27:38.263,Others,JALGAON,3509444,ॲग्री स्टॅक योजना बद्दल अधिक माहितीसाठी तालुका कृषी अधिकारी यांची भेट घ्यावी धन्यवाद,"FARMER ASKED ABOUT AGRISTACK FARMER ID ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,28,1,2025
JAMNER,Others,2025-01-29T09:57:36.42,Others,JALGAON,3514174,फार्मर आयडी तयार करण्यासाठी हेल्पलाइन क्रमांक :-02025712712,FARMER ASKED ABOUT CONTACT NUMBER OF AGRI STAKE ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,29,1,2025
BHADGAON,Others,2025-01-29T10:15:23.753,Others,JALGAON,3514139,फार्मर आयडी काढण्याकरता जवळच्या कॉमन सर्विस सेंटर भेट देऊन काढू शकता.,farmer asked about farmer id registation ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,29,1,2025
BHADGAON,Others,2025-01-29T10:18:04.737,Others,JALGAON,3514140,"किसान आयडी कार्ड संदर्भात अधिक माहितीसाठी खाली दिलेल्या टोल फ्री क्रमांक वरती संपर्क करावा धन्यवाद
०२०-२५७१२७१२
",farmer asked query about kisan id card?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,29,1,2025
BHUSAWAL,Pulses,2025-01-29T12:12:38.11,Pigeon pea (red gram/arhar/tur),JALGAON,3513832,"नमस्कार, हवामान विभागाच्या अंदाजानुसार जळगाव जिल्हा भुसावळ तालुक्यात, या आठवड्यामध्ये वातावरण ढगाळ राहील,पावसाची शक्यता नाही. आठवड्याचे सरासरी तापमान कमाल ३२ अंश सेल्सियस आणि किमान १७ अंश सेल्सियस ,वाऱ्याचा वेग ताशी ६ किलोमीटर आहे. हवामान अंदाजानुसार पिक पेरणी, खत व्यवस्थापन, पीक संरक्षण, सिंचन पीक काढणी आदी बाबींचे नियोजन करावे. धन्यवाद..!",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,29,1,2025
JALGAON,Others,2025-01-29T14:40:23.52,Others,JALGAON,3513934,"नमस्कार सर, हवामान विभागाच्या अंदाजानुसार आपल्या जळगाव जिल्हा जळगाव तालुक्यात ,या आठवड्यामध्ये वातावरण  ढगाळ राहील,त्यामुळे थंडीचे प्रमाण कमी राहील,  पावसाची शक्यता नाही.आजचे तापमान  कमाल 33 अंश सेल्सियस आणि किमान 21 अंश सेल्सियस ,वाऱ्याचा वेग -ताशी 4 किलोमीटर आहे.हवामान अंदाजानुसार पेरणी, खत व्यवस्थापन, पीक संरक्षण, सिंचन आदी बाबींचे नियोजन करावे धन्यवाद !  ,धन्यवाद..",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,29,1,2025
YAWAL,Others,2025-01-29T15:30:12.67,Others,JALGAON,3514270,फार्मर आयडी हेल्पलाइन नंबर  ०२०२५७१२७१२,FARMER ASKED ABOUT FARMER REGISTRATION ID?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,29,1,2025
JAMNER,Others,2025-01-29T21:51:27.723,Others,JALGAON,3514353,--visit to csc centre,asked about kisan card,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,29,1,2025
JAMNER,Others,2025-01-30T09:44:20.093,Others,JALGAON,3519951,"नमस्कार, जर आपल्याला ऍग्री स्टॅक संकेतस्थळावर फार्मर आयडी शेतकरी ओळख प्रमाणपत्र नोंदणी करताना काही अडचण आली तर पुढील क्रमांक वर संपर्क करा : ०२०-२५७१२७१२.
धन्यवाद.!
",Farmer asked about Farmer ID Card registration  and OTP not recivied? ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,30,1,2025
ERANDOL,Others,2025-01-30T10:14:41.763,Others,JALGAON,3519670,शेतकरी साहेब फार्मर आयडी रजिस्ट्रेशन बाबत अधिक माहितीसाठी पुढे दिलेल्या नंबर वर संपर्क साधावा  . 02025712712 धन्यवाद !,Farmer Asked about information about the farmer's Farmer ID? ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,30,1,2025
CHALISGAON,Millets,2025-01-30T10:29:02.47,Maize (Makka),JALGAON,3519668,"मका पिकामध्ये तुम्ही १३ ४० १३ हे विद्राव्य खत ५ किलो + मायक्रोला ५०० मिली + M 45 ५०० ग्रॅम प्रति २०० लिटर पाण्यामध्ये घेऊन ड्रिपद्वारे द्यावे  . धन्यवाद..!
","FARMER ASKED ABOUT USE OF FERTILIZER APPLICATION IN 45 TO 60 DAYS MAIZE CROP THROUGH DRIP ?
",Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,30,1,2025
CHALISGAON,Vegetables,2025-01-30T15:43:22.493,Beet Root (Garden Beet/Stock Beet),JALGAON,3520052,"बिटच्या लागवडीसाठी खत व्यवस्थापन-  लागवडीच्या वेळी १५ ते २० गाड्या शेणखत टाकावे ६० ते ७० किलो नत्र,१०० ते १२० किलो स्फुरद आणि ६० ते ७० किलो पालाश हेक्टरी दयावे. नत्राची अर्धी मात्रा व स्फुरद आणि पालाशची पूर्ण मात्रा बियांची लागवड करताना दयावी व नत्राची उरलेली अर्धी मात्रा ही पेरणी नंतर ४ ते ६ आठवडयांनी द्यावी.",FARMER ASKED ABOUT FETILIZER DOSE OF BEET ROOT CROP ?,Fertilizer Use and Availability,NA,HORTICULTURE,MAHARASHTRA,30,1,2025
CHALISGAON,Others,2025-01-30T15:45:12.127,Others,JALGAON,3520054,"शेती विषयी आणि सरकारी कृषी योजना संबधी अधिक माहिती साठी संपर्क साधा,
तालुका कृषी अधिकारी याना भेट द्या .
आपले गाव कृषी सहायक अधिकारी 
गाव कामगार तलाठी कार्यालय
तालुका तहसील कार्यालय
कृषी आयुक्तालय पुणे :- ०२० २६१२ ७८४०
कृषी विभाग महाराष्ट्र शासन:- १८०० २३३ ४०००
",FARMER ASKED ABOUT  INFORMATION OF GOVERNMENT SCHEME ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,30,1,2025
